# Every PPL name in HP's help, and those added since, as data.
# Generated by tests/names_extract.py from HP's Command Tree 13217, the 2.1.14181
# commands list and the 2.4.15515 release notes. Names, menus and syntax only.
# name	kind	group	menu	syntax	source
froot	cas	cas		froot(RatPoly)	13217
fsolve	cas	cas	Toolbox CAS Solve	fsolve(Expr,Var,[Guess or Interval],[Method])	13217
function_diff	cas	cas		function_diff(FunctionName)	13217
gammad	cas	cas		gammad(a,t,x)	13217
gammad_cdf	cas	cas		gammad_cdf(a,t,x,[x2])	13217
gammad_icdf	cas	cas		gammad_icdf(a,t,p)	13217
gauss	cas	cas		gauss(Expr,Vector)	13217
gbasis	cas	cas	Toolbox CAS Polynomial Special	gbasis([Poly1, Poly2,...], [Var1, Var2, ...])	13217
gcd	cas	cas	Toolbox CAS Polynomial	gcd(Poly1, Poly2,…Polyn)	13217
grad	cas	cas	Toolbox CAS Calculus Differential	grad(Expr, ListVars)	13217
gramschmidt	cas	cas		gramschmidt(Vector, Function)	13217
greduce	cas	cas	Toolbox CAS Polynomial Special	greduce(Poly1, [Poly2, Poly3,...], [Var1, Var2, ...])	13217
green	cas	cas			2.1.14181
groupermu	cas	cas		groupermu(permutation1,permutation2)	13217
hadamard	cas	cas		hadamard(Matrix,[Matrix])	13217
halftan	cas	cas	Toolbox CAS Rewrite Tangent	halftan(Expr)	13217
halftan_hyp2exp	cas	cas		halftan_hyp2exp(Expr)	13217
halt	cas	cas		halt	13217
hamdist	cas	cas		hamdist(Intgr1, Intgr2)	13217
harmonic_conjugate	cas	cas		harmonic_conjugate(Point1, Point2, Point3)	13217
harmonic_division	cas	cas		harmonic_division(point1, point2, point3, var)	13217
has	cas	cas		has(Expr,Var)	13217
head	cas	cas		head(Vector)	13217
hermite	cas	cas	Toolbox CAS Polynomial Special	hermite(Integer)	13217
hessian	cas	cas	Toolbox CAS Calculus Differential	hessian(Expr,ListVar)	13217
hexagon	cas	cas		hexagon(Point1, Point2, [Var1, Var2, Var3, Var4])	13217
horner	cas	cas		horner(Polynomial,Real)	13217
hyp2exp	cas	cas		hyp2exp(Expr)	13217
i	cas	cas		i	13217
iabcuv	cas	cas		iabcuv(Intg(a),Intg(b),Intg(c))	13217
ibasis	cas	cas		ibasis(Matrix1, Matrix2))	13217
ibpdv	cas	cas	Toolbox CAS Calculus Integral	ibpdv(f(Var), v(Var), [Var], [Real1], [Real2])	13217
ibpu	cas	cas	Toolbox CAS Calculus Integral	ibpu(f(Var), u(Var), [Var], [Real1], [Real2])	13217
ichinrem	cas	cas	Toolbox CAS Integer Division	ichinrem([a,p],[b,q]))	13217
icontent	cas	cas		icontent(Poly,[Var])	13217
id	cas	cas		id(Expr)	13217
identity	cas	cas			13217
idivis	cas	cas	Toolbox CAS Integer	idivis(Integer)	13217
iegcd	cas	cas		iegcd(Integer1, Integer2)	13217
ifactor	cas	cas	Toolbox CAS Integer	ifactor(Integer)	13217
ifactors	cas	cas	Toolbox CAS Integer	ifactors(Integer)	13217
ifft	cas	cas	Toolbox CAS Calculus Transform	ifft(Vect)	13217
igcd	cas	cas	Toolbox CAS Integer	igcd(Intgr1, Intgr2, ... Intgrn))	13217
ilaplace	cas	cas	Toolbox CAS Calculus Transform	ilaplace(Expr,[Var],[IlapVar])	13217
image	cas	cas		image(Matrix)	13217
implicit_diff	cas	cas		implicit_diff(expression, var1, var2, [Order])	13217
int	cas	cas	Toolbox CAS Calculus	int(Expr,[Var],[Real1,Real2])	13217
interval2center	cas	cas		interval2center(Interval)	13217
inv	cas	cas		inv(Expr) or inv(Matrix)	13217
invlaplace	cas	cas		invlaplace(Expr,[Var],[IlapVar])	13217
invztrans	cas	cas		invztrans(Expr,[Var],[InvZtransVar])	13217
iPart	cas	cas		iPart(Real)	13217
iquo	cas	cas	Toolbox CAS Integer Division	iquo(Intgr1, Intgr2)	13217
iquorem	cas	cas		iquorem(Integer1, Integer2))	13217
irem	cas	cas	Toolbox CAS Integer Division	irem(Intgr1, Intgr2)	13217
is_coplanar	cas	cas		is_coplanar(Point1, Point2, Point3, Point4)	13217
is_cycle	cas	cas		is_cycle(list)	13217
is_harmonic	cas	cas		is_harmonic(Point1, Point2, Point3, Point4)	13217
is_harmonic_circle_bundle	cas	cas		is_harmonic_circle_bundle(Circle1, Circle2, ..., Circlen)	13217
is_harmonic_line_bundle	cas	cas			13217
is_parallel	cas	cas		is_parallel(Line1, Line2)	13217
is_permu	cas	cas		is_permu(list)	13217
is_rectangle	cas	cas		is_rectangle(Point1, Point2, Point3, Point4)	13217
is_rhombus	cas	cas		is_rhombus(Point1, Point2, Point3, Point4)	13217
is_square	cas	cas		is_square(Point1, Point2, Point3, Point4)	13217
isobarycenter	cas	cas		isobarycenter(Point1, Point2, …, Pointn)	13217
isosceles_triangle	cas	cas		isosceles_triangle(Point1, Point2, Angle, [Var])	13217
isPrime	cas	cas	Toolbox CAS Integer Prime		2.1.14181
isprime	cas	cas		isprime(Integer)	13217
ithprime	cas	cas	Toolbox CAS Integer Prime	ithprime(Integer)	13217
jacobi_symbol	cas	cas		jacobi_symbol(Integer1, Integer2)	13217
ker	cas	cas		ker(Mtrx(M))	13217
kolmogorovd	cas	cas			13217
kolmogorovt	cas	cas		kolmogorovt(list1,list2)	13217
lagrange	cas	cas	Toolbox CAS Polynomial Special	lagrange([X1, X2,... Xn], [Y1, Y2, ... Yn])	13217
laguerre	cas	cas	Toolbox CAS Polynomial Special	laguerre(Integer)	13217
laplace	cas	cas	Toolbox CAS Calculus Transform	laplace(Expr,[Var],[LapVar])	13217
laplacian	cas	cas		laplacian(Expr, Vector)	13217
latex	cas	cas		latex(Expr)	13217
lcm	cas	cas	Toolbox CAS Integer / Toolbox CAS Polynomial	lcm(Intgr1, Intgr2, ...)	13217
lcoeff	cas	cas		lcoeff(Poly)	13217
left	cas	cas	Toolbox CAS Algebra Extract	left(Expr1=Expr2)	13217
legendre	cas	cas	Toolbox CAS Polynomial Special	legendre(Integer)	13217
legendre_symbol	cas	cas		legendre_symbol(Integer1, [Integer2])	13217
length	cas	cas		length(List)	13217
lgcd	cas	cas		lgcd(List)	13217
limit	cas	cas	Toolbox CAS Calculus	limit(Expr,Var,Val, [Dir])	13217
lin	cas	cas		lin(Expr )	13217
linear_interpolate	cas	cas		linear_interpolate(Matrix,Xmin,Xmax,Xstep)	13217
linear_regression	cas	cas		linear_regression(Matrix)	13217
linsolve	cas	cas	Toolbox CAS Solve	linsolve([LinEq1, LinEq2,…LinEqn], [Var1,Var2,…Varn])	13217
list2mat	cas	cas		list2mat(List, Integer)	13217
lll_reduce	cas	cas	Toolbox CAS Polynomial Special	lll_reduce(Matrix)	13217
lname	cas	cas		lname('Expr')	13217
lncollect	cas	cas	Toolbox CAS Rewrite	lncollect(Expr)	13217
lnexpand	cas	cas		lnexpand(Expr)	13217
log10	cas	cas		log10(Expr)	13217
logarithmic_regression	cas	cas		logarithmic_regression(Matrix)	13217
logb	cas	cas		logb(a,b)	13217
logistic_regression	cas	cas		logistic_regression(Lst(L),Real(x0),Real(y0))	13217
lvar	cas	cas		lvar(Expr)	13217
magenta	cas	cas			2.1.14181
map	cas	cas		map(Matrix, Var→Func on)	13217
mat2list	cas	cas		mat2list(Matrix)	13217
matpow	cas	cas		matpow(Matrix,Int(n))	13217
mean	cas	cas		mean(List1, [List2]) or mean(Matrix)	13217
median	cas	cas		median(List1, [List2])	13217
member	cas	cas		member(Element, List)	13217
modgcd	cas	cas		modgcd(Poly1, Poly2)	13217
mRow	cas	cas		mRow(Expr, Matrix, Integer)	13217
mult_c_conjugate	cas	cas		mult_c_conjugate(Expr)	13217
mult_conjugate	cas	cas		mult_conjugate(Expr)	13217
multinomial	cas	cas		multinomial(Integern, VectorP, VectorK)	13217
nDeriv	cas	cas		nDeriv(Expr, Var, Real)	13217
negbinomial	cas	cas		negbinomial(n,k,x)	13217
negbinomial_cdf	cas	cas		negbinomial_cdf(n,k,x,[x2])	13217
negbinomial_icdf	cas	cas		negbinomial_icdf(n,k,p)	13217
newton	cas	cas		newton(Expr,Var, [Guess],[Integer])	13217
nextprime	cas	cas	Toolbox CAS Integer Prime	nextprime(Integer)	13217
nop	cas	cas			13217
normal	cas	cas		normal(Expr)	13217
normald_cdf	cas	cas			notes 14566
normald_icdf	cas	cas			notes 14566
normalize	cas	cas		normalize(Vector)	13217
nSolve	cas	cas			2.1.14181
num	cas	cas			2.1.14181
numer	cas	cas	Toolbox CAS Algebra Extract	numer(a/b)	13217
odd	cas	cas		odd(Integer)	13217
odesolve	cas	cas	Toolbox CAS Solve	odesolve(Expr, VectVar, VectInit, FinalVal, [tstep=Val, curve])	13217
open_polygon	cas	cas		open_polygon(point1, point2, …, point1)	13217
order_size	cas	cas		order_size(Expr)	13217
orthocenter	cas	cas		orthocenter(Triangle)	13217
orthogonal	cas	cas		orthogonal(Point, Line)	13217
p1oc2	cas	cas		p1oc2(permutation,cycle)	13217
p1op2	cas	cas		p1op2(permutation1,permutation2)	13217
pa2b2	cas	cas		pa2b2(Integer)	13217
pade	cas	cas		pade(Expr, Var, Integern, Integerp)	13217
part	cas	cas		part(Expr, Integer)	13217
partfrac	cas	cas	Toolbox CAS Algebra	partfrac(RatFrac)	13217
pcoeff	cas	cas	Toolbox CAS Polynomial Create	pcoeff(Vector) or pcoeff(List)	13217
perimeterat	cas	cas		perimeterat(polygon, point)	13217
perimeteratraw	cas	cas			2.1.14181
perminv	cas	cas		perminv(permutation)	13217
permu2cycles	cas	cas		permu2cycles(permutation)	13217
permu2mat	cas	cas		permu2mat(permutation)	13217
permuorder	cas	cas		permuorder(permutation)	13217
plotcontour	cas	cas	Toolbox CAS Plot	plotcontour(Expr,[LstVar],[LstVal])	13217
plotinequation	cas	cas		plotinequation(Expr,[x=xrange,y=yrange],[xstep],[ystep])	13217
pmin	cas	cas	Toolbox CAS Polynomial Create	pmin(Matrix,[Var])	13217
point2d	cas	cas		point2d(point1, point2, …, pointn)	13217
polar	cas	cas		polar(Circle, Point)	13217
polar_point	cas	cas		polar_point(Radius, Angle)	13217
pole	cas	cas		pole(Circle, Line)	13217
poly2symb	cas	cas	Toolbox CAS Polynomial Create	poly2symb(Vector,[Var])	13217
polyEval	cas	cas		polyEval(Vector, Real)	13217
polygonplot	cas	cas		polygonplot(Mtrx)	13217
polygonscatterplot	cas	cas		polygonscatterplot(Matrix)	13217
polynomial_regression	cas	cas		polynomial_regression(List1, List2, Integer)	13217
potential	cas	cas		potential(Vector1, Vector2)	13217
pow2exp	cas	cas	Toolbox CAS Rewrite Exp & Ln	pow2exp(Expr)	13217
power_regression	cas	cas		power_regression(List1, List2)	13217
powerpc	cas	cas		powerpc(Circle, Point)	13217
powexpand	cas	cas	Toolbox CAS Rewrite	powexpand(Expr)	13217
powmod	cas	cas	Toolbox CAS Integer Division	powmod(a, n, p, [Expr, Var])	13217
prepend	cas	cas		prepend(List, Element)	13217
preval	cas	cas	Toolbox CAS Calculus Integral	preval(F(var),Real(a),Real(b),[Var])	13217
prevprime	cas	cas	Toolbox CAS Integer Prime	prevprime(Integer)	13217
primpart	cas	cas		primpart(Poly,[Var])	13217
product	cas	cas		product(Expr, [Var], [Min], [Max], [Step])	13217
proot	cas	cas	Toolbox CAS Polynomial	proot(Poly) or proot(Vector)	13217
propfrac	cas	cas		propfrac(Fraction)	13217
ptayl	cas	cas		ptayl(Poly, Value, [Var])	13217
purge	cas	cas		purge(Var)	13217
q2a	cas	cas		q2a(QuadExpr, Vector)	13217
quantile	cas	cas		quantile(List, Value)	13217
quartile1	cas	cas		quartile1(List)	13217
quartile3	cas	cas		quartile3(List)	13217
quartiles	cas	cas		quartiles(List)	13217
quo	cas	cas	Toolbox CAS Polynomial Algebra	quo(List1, List2, [Var]) or quo(Poly1, Poly2, [Var])	13217
quorem	cas	cas		quorem(Poly1, Poly2)	13217
quote	cas	cas			13217
radical_axis	cas	cas		radical_axis(Circle1, Circle2)	13217
randbinomial	cas	cas		randbinomial(n,p)	13217
randchisquare	cas	cas		randchisquare(n)	13217
randexp	cas	cas		randexp(Real)	13217
randfisher	cas	cas		randfisher(n,d)	13217
randgeometric	cas	cas		randgeometric(p)	13217
randnorm	cas	cas		randnorm(mu, sigma)	13217
randperm	cas	cas		randperm(Integer)	13217
randpoisson	cas	cas		randpoisson(k)	13217
randPoly	cas	cas	Toolbox CAS Polynomial Create		2.1.14181
randpoly	cas	cas		randpoly([Var], Integer, [Interval, Dist])	13217
randstudent	cas	cas		randstudent(n)	13217
randvector	cas	cas		randvector(Integern, Integerm)	13217
ranm	cas	cas		ranm(Integern, [Integerm],[Interval or Distribution])	13217
ratnormal	cas	cas		ratnormal(Expr)	13217
rectangular_coordinates	cas	cas		rectangular_coordinates(Vector)	13217
red	cas	cas			2.1.14181
reduced_conic	cas	cas		reduced_conic(Expr,[Vector])	13217
ref	cas	cas		ref(Matrix)	13217
regroup	cas	cas		regroup(expr)	13217
rem	cas	cas	Toolbox CAS Polynomial Algebra	rem(Poly1, Poly2, [Var])	13217
remove	cas	cas		remove(Value, List)	13217
reorder	cas	cas		reorder(Expr, Vector)	13217
restart	cas	cas		restart	13217
resultant	cas	cas		resultant(Poly1,Poly2,Var)	13217
revlist	cas	cas		revlist(List) or revlist(Vector)	13217
right	cas	cas	Toolbox CAS Algebra Extract	right(Expr1=Expr2)	13217
romberg	cas	cas		romberg(Expr, Var, Val1, Val2)	13217
row	cas	cas		row(Matrix, Integer)	13217
rowAdd	cas	cas		rowAdd(Matrix, Integer1, Integer2)	13217
rowDim	cas	cas		rowDim(Matrix)	13217
rowNorm	cas	cas			13217
rowspace	cas	cas		rowspace(matrix,[variable])	13217
rowSwap	cas	cas		rowSwap(Matrix,Integer1,Integer2)	13217
rref	cas	cas			13217
rsolve	cas	cas		rsolve(Expr, Var, Condition)	13217
select	cas	cas		select(Test, List) or select(Test, Vector)	13217
seq	cas	cas		seq(Expr, Var=Interval, [Step])	13217
seqsolve	cas	cas		seqsolve(Expr, Vector, Condition)	13217
series	cas	cas	Toolbox CAS Calculus	series(Expr,Var=Val,[Order],[Dir])	13217
shift	cas	cas		shift(List, Integer)	13217
shift_phase	cas	cas		shift_phase(Expr)	13217
signature	cas	cas		signature(Vector)	13217
simplex_reduce	cas	cas		simplex_reduce(Matrix_A, Vector_B, Vector_C)	13217
simplify	cas	cas	Toolbox CAS Algebra	simplify(Expr)	13217
simult	cas	cas		simult(Matrix1, Matrix2)	13217
sin2costan	cas	cas	Toolbox CAS Rewrite Sine	sin2costan(Expr)	13217
sincos	cas	cas		sincos(Expr)	13217
slopeat	cas	cas		slopeat(Segment, Point)	13217
slopeatraw	cas	cas			2.1.14181
solve	cas	cas	Toolbox CAS Solve		13217
sort	cas	cas		sort(List) or sort(Obj1, Obj2, ...)	13217
spline	cas	cas		spline(ListX, ListY, Var, Integer)	13217
sqrfree	cas	cas		sqrfree(Expr)	13217
sqrt	cas	cas		sqrt(Expr)	13217
stddev	cas	cas		stddev(List1, [List2])	13217
stddevp	cas	cas		stddevp(List1, [List2])	13217
sto	cas	cas		sto(Obj, Var)	13217
sturm	cas	cas		sturm(Poly,[Var, Complexa, Complexb])	13217
sturmab	cas	cas	Toolbox CAS Polynomial Algebra	sturmab(Poly,[Var,Interval)	13217
sturmseq	cas	cas		sturmseq(Poly,[Var]) or sturmseq(RatFrac, [Var])	13217
subMat	cas	cas		subMat(Matrix, Int1, Int2, Int3, Int4)	13217
subst	cas	cas	Toolbox CAS Algebra	subst(Expr,Var=value)	13217
sum	cas	cas	Toolbox CAS Calculus	sum(Expr,Var,Real1,Real2,[Step])	13217
sum_riemann	cas	cas	Toolbox CAS Calculus Limits	sum_riemann(Expr(Xpr),Lst(var1,var2))	13217
surd	cas	cas		surd(Expr, Integer)	13217
sylvester	cas	cas		sylvester(Poly,Poly,Var)	13217
symb2poly	cas	cas	Toolbox CAS Polynomial Create	symb2poly(Expr,[Var])	13217
table	cas	cas		table(SeqEqual(index=value))	13217
tabvar	cas	cas		tabvar(function,[variable, minimum, maximum])	13217
tail	cas	cas		tail(Vector)	13217
tan2cossin2	cas	cas		tan2cossin2(Expr)	13217
tan2sincos	cas	cas		tan2sincos(Expr)	2.1.14181
tan2sincos2	cas	cas		tan2sincos2(Expr)	13217
taylor	cas	cas	Toolbox CAS Calculus Limits	taylor(Expr,[Var=Value],[Order])	13217
tchebyshev1	cas	cas	Toolbox CAS Polynomial Special	tchebyshev1(Integer)	13217
tchebyshev2	cas	cas	Toolbox CAS Polynomial Special	tchebyshev2(Integer)	13217
tcoeff	cas	cas		tcoeff(Poly)	13217
tcollect	cas	cas	Toolbox CAS Rewrite Trig	tcollect(Expr)	13217
texpand	cas	cas	Toolbox CAS Rewrite	texpand(Expr)	13217
tlin	cas	cas	Toolbox CAS Rewrite Trig	tlin(Expr)	13217
trace	cas	cas		trace(point)	2.1.14181
transpose	cas	cas		transpose(Matrix)	13217
trig2exp	cas	cas	Toolbox CAS Rewrite Trig	trig2exp(Expr)	13217
trigcos	cas	cas	Toolbox CAS Rewrite Trig	trigcos(Expr)	2.1.14181
trigexpand	cas	cas	Toolbox CAS Rewrite Trig	trigexpand(Expr)	13217
trigsin	cas	cas	Toolbox CAS Rewrite Trig	trigsin(Expr)	2.1.14181
trigtan	cas	cas	Toolbox CAS Rewrite Trig	trigtan(Expr)	2.1.14181
trunc	cas	cas			13217
truncate	cas	cas		truncate(Poly, Integer)	13217
tsimplify	cas	cas		tsimplify(Expr)	13217
type	cas	cas		type(Object)	13217
unapply	cas	cas		unapply(Expr,Var)	13217
uniform	cas	cas		uniform(a,b,x)	13217
uniform_cdf	cas	cas		uniform_cdf(a,b,x,[x2])	13217
uniform_icdf	cas	cas		uniform_icdf(a,b,p)	13217
vandermonde	cas	cas		vandermonde(vector)	13217
variance	cas	cas		variance(List1, [List2])	13217
vector	cas	cas		vector(Point1, [Point2])	13217
vertices	cas	cas		vertices(Polygon)	13217
vertices_abca	cas	cas		vertices_abca(Polygon)	13217
vpotential	cas	cas		vpotential(Vector1, Vector2)	13217
weibull	cas	cas		weibull(k,n,[t],x)	13217
weibull_cdf	cas	cas			13217
weibull_icdf	cas	cas		weibull_icdf(k,n,[t],x)	13217
when	cas	cas		when(Cond,Expr1,Expr2)	13217
white	cas	cas			2.1.14181
wilcoxonp	cas	cas		wilcoxonp(Integer1,[Integer2])	13217
wilcoxons	cas	cas		wilcoxons(List1,Median)	13217
wilcoxont	cas	cas			13217
x²	cas	cas			13217
yellow	cas	cas			2.1.14181
zeros	cas	cas	Toolbox CAS Solve	zeros(Expr,[Var])	13217
zip	cas	cas		zip(‘Function’, List1, List2, Default)	13217
ztrans	cas	cas		ztrans(Expr,[Var],[ZtransVar])	13217
π	cas	cas			13217
GET	unknown	other			notes 2.2
